"id","order","family","genus","species","subspecies","taxonlevel","accid","canonical","source"
110,"Sarcoptiformes","Alloptidae","Alloptes","conurus",NA,"species",0,"Alloptes conurus","TPT"
111,"Sarcoptiformes","Alloptidae","Alloptes","limosae",NA,"species",0,"Alloptes limosae","TPT"
112,"Sarcoptiformes","Alloptidae","Alloptes","lymnocrypti",NA,"species",0,"Alloptes lymnocrypti","TPT"
113,"Sarcoptiformes","Alloptidae","Alloptes","temminckii",NA,"species",0,"Alloptes temminckii","TPT"
114,"Sarcoptiformes","Alloptidae","Alloptes","turuchtani",NA,"species",0,"Alloptes turuchtani","TPT"
116,"Sarcoptiformes","Alloptidae","Alloptes","bisetatus",NA,"species",0,"Alloptes bisetatus","TPT"
117,"Sarcoptiformes","Alloptidae","Alloptes","chlidonicus",NA,"species",0,"Alloptes chlidonicus","TPT"
118,"Sarcoptiformes","Alloptidae","Alloptes","cribripes",NA,"species",0,"Alloptes cribripes","TPT"
119,"Sarcoptiformes","Alloptidae","Alloptes","cyrtolobus",NA,"species",0,"Alloptes cyrtolobus","TPT"
120,"Sarcoptiformes","Alloptidae","Alloptes","fauri",NA,"species",0,"Alloptes fauri","TPT"
121,"Sarcoptiformes","Alloptidae","Alloptes","gracilobus",NA,"species",0,"Alloptes gracilobus","TPT"
122,"Sarcoptiformes","Alloptidae","Alloptes","leptolobus",NA,"species",0,"Alloptes leptolobus","TPT"
123,"Sarcoptiformes","Alloptidae","Alloptes","macrochaetae",NA,"species",0,"Alloptes macrochaetae","TPT"
124,"Sarcoptiformes","Alloptidae","Alloptes","niloticus",NA,"species",0,"Alloptes niloticus","TPT"
125,"Sarcoptiformes","Alloptidae","Alloptes","obtusolobus",NA,"species",0,"Alloptes obtusolobus","TPT"
126,"Sarcoptiformes","Alloptidae","Alloptes","oxylobus",NA,"species",0,"Alloptes oxylobus","TPT"
127,"Sarcoptiformes","Alloptidae","Alloptes","sevastjanovi",NA,"species",0,"Alloptes sevastjanovi","TPT"
128,"Sarcoptiformes","Alloptidae","Alloptes","thalassei",NA,"species",0,"Alloptes thalassei","TPT"
130,"Sarcoptiformes","Alloptidae","Alloptoides","acanthodiscus",NA,"species",0,"Alloptoides acanthodiscus","TPT"
131,"Sarcoptiformes","Alloptidae","Alloptoides","aythinae",NA,"species",0,"Alloptoides aythinae","TPT"
132,"Sarcoptiformes","Alloptidae","Alloptoides","gynurus",NA,"species",0,"Alloptoides gynurus","TPT"
134,"Sarcoptiformes","Alloptidae","Anisanchus","trachelurus",NA,"species",0,"Anisanchus trachelurus","TPT"
136,"Sarcoptiformes","Alloptidae","Aramolichus","foliatus",NA,"species",0,"Aramolichus foliatus","TPT"
138,"Sarcoptiformes","Alloptidae","Brephosceles","afribycis",NA,"species",0,"Brephosceles afribycis","TPT"
139,"Sarcoptiformes","Alloptidae","Brephosceles","anatina",NA,"species",0,"Brephosceles anatina","TPT"
140,"Sarcoptiformes","Alloptidae","Brephosceles","anhimae",NA,"species",0,"Brephosceles anhimae","TPT"
141,"Sarcoptiformes","Alloptidae","Brephosceles","arcticus",NA,"species",0,"Brephosceles arcticus","TPT"
142,"Sarcoptiformes","Alloptidae","Brephosceles","aythinae",NA,"species",0,"Brephosceles aythinae","TPT"
143,"Sarcoptiformes","Alloptidae","Brephosceles","balati",NA,"species",0,"Brephosceles balati","TPT"
144,"Sarcoptiformes","Alloptidae","Brephosceles","belonopteri",NA,"species",0,"Brephosceles belonopteri","TPT"
145,"Sarcoptiformes","Alloptidae","Brephosceles","bilobatus",NA,"species",0,"Brephosceles bilobatus","TPT"
146,"Sarcoptiformes","Alloptidae","Brephosceles","bucephali",NA,"species",0,"Brephosceles bucephali","TPT"
147,"Sarcoptiformes","Alloptidae","Brephosceles","chabaudi",NA,"species",0,"Brephosceles chabaudi","TPT"
148,"Sarcoptiformes","Alloptidae","Brephosceles","charadrii",NA,"species",0,"Brephosceles charadrii","TPT"
149,"Sarcoptiformes","Alloptidae","Brephosceles","chiliensis",NA,"species",0,"Brephosceles chiliensis","TPT"
150,"Sarcoptiformes","Alloptidae","Brephosceles","collaracus",NA,"species",0,"Brephosceles collaracus","TPT"
151,"Sarcoptiformes","Alloptidae","Brephosceles","constrictus",NA,"species",0,"Brephosceles constrictus","TPT"
152,"Sarcoptiformes","Alloptidae","Brephosceles","cygni",NA,"species",0,"Brephosceles cygni","TPT"
153,"Sarcoptiformes","Alloptidae","Brephosceles","decapus",NA,"species",0,"Brephosceles decapus","TPT"
154,"Sarcoptiformes","Alloptidae","Brephosceles","dicidicus",NA,"species",0,"Brephosceles dicidicus","TPT"
155,"Sarcoptiformes","Alloptidae","Brephosceles","diomedei",NA,"species",0,"Brephosceles diomedei","TPT"
156,"Sarcoptiformes","Alloptidae","Brephosceles","discidium",NA,"species",0,"Brephosceles discidium","TPT"
157,"Sarcoptiformes","Alloptidae","Brephosceles","discurus",NA,"species",0,"Brephosceles discurus","TPT"
158,"Sarcoptiformes","Alloptidae","Brephosceles","disjunctus",NA,"species",0,"Brephosceles disjunctus","TPT"
159,"Sarcoptiformes","Alloptidae","Brephosceles","dolichocaulus",NA,"species",0,"Brephosceles dolichocaulus","TPT"
160,"Sarcoptiformes","Alloptidae","Brephosceles","forficiger",NA,"species",0,"Brephosceles forficiger","TPT"
161,"Sarcoptiformes","Alloptidae","Brephosceles","formosus",NA,"species",0,"Brephosceles formosus","TPT"
162,"Sarcoptiformes","Alloptidae","Brephosceles","furcifer",NA,"species",0,"Brephosceles furcifer","TPT"
163,"Sarcoptiformes","Alloptidae","Brephosceles","geranoxenus",NA,"species",0,"Brephosceles geranoxenus","TPT"
164,"Sarcoptiformes","Alloptidae","Brephosceles","gressitti",NA,"species",0,"Brephosceles gressitti","TPT"
165,"Sarcoptiformes","Alloptidae","Brephosceles","heaematopi",NA,"species",0,"Brephosceles heaematopi","TPT"
166,"Sarcoptiformes","Alloptidae","Brephosceles","histionotus",NA,"species",0,"Brephosceles histionotus","TPT"
167,"Sarcoptiformes","Alloptidae","Brephosceles","hoplopteri",NA,"species",0,"Brephosceles hoplopteri","TPT"
168,"Sarcoptiformes","Alloptidae","Brephosceles","inornatus",NA,"species",0,"Brephosceles inornatus","TPT"
169,"Sarcoptiformes","Alloptidae","Brephosceles","lambda",NA,"species",0,"Brephosceles lambda","TPT"
170,"Sarcoptiformes","Alloptidae","Brephosceles","lanceolatus",NA,"species",0,"Brephosceles lanceolatus","TPT"
171,"Sarcoptiformes","Alloptidae","Brephosceles","lobivanelli",NA,"species",0,"Brephosceles lobivanelli","TPT"
172,"Sarcoptiformes","Alloptidae","Brephosceles","longipenis",NA,"species",0,"Brephosceles longipenis","TPT"
173,"Sarcoptiformes","Alloptidae","Brephosceles","longistriatus",NA,"species",0,"Brephosceles longistriatus","TPT"
174,"Sarcoptiformes","Alloptidae","Brephosceles","lunatus",NA,"species",0,"Brephosceles lunatus","TPT"
175,"Sarcoptiformes","Alloptidae","Brephosceles","marginiventris",NA,"species",0,"Brephosceles marginiventris","TPT"
176,"Sarcoptiformes","Alloptidae","Brephosceles","marlae",NA,"species",0,"Brephosceles marlae","TPT"
177,"Sarcoptiformes","Alloptidae","Brephosceles","mergi",NA,"species",0,"Brephosceles mergi","TPT"
178,"Sarcoptiformes","Alloptidae","Brephosceles","ortholobus",NA,"species",0,"Brephosceles ortholobus","TPT"
179,"Sarcoptiformes","Alloptidae","Brephosceles","pachyptilae",NA,"species",0,"Brephosceles pachyptilae","TPT"
180,"Sarcoptiformes","Alloptidae","Brephosceles","parvatus",NA,"species",0,"Brephosceles parvatus","TPT"
181,"Sarcoptiformes","Alloptidae","Brephosceles","pelagicus",NA,"species",0,"Brephosceles pelagicus","TPT"
182,"Sarcoptiformes","Alloptidae","Brephosceles","petersoni",NA,"species",0,"Brephosceles petersoni","TPT"
183,"Sarcoptiformes","Alloptidae","Brephosceles","prolatus",NA,"species",0,"Brephosceles prolatus","TPT"
184,"Sarcoptiformes","Alloptidae","Brephosceles","pterodromae",NA,"species",0,"Brephosceles pterodromae","TPT"
185,"Sarcoptiformes","Alloptidae","Brephosceles","puffini",NA,"species",0,"Brephosceles puffini","TPT"
186,"Sarcoptiformes","Alloptidae","Brephosceles","selenopeltatus",NA,"species",0,"Brephosceles selenopeltatus","TPT"
187,"Sarcoptiformes","Alloptidae","Brephosceles","stephanibycis",NA,"species",0,"Brephosceles stephanibycis","TPT"
188,"Sarcoptiformes","Alloptidae","Brephosceles","superbus",NA,"species",0,"Brephosceles superbus","TPT"
189,"Sarcoptiformes","Alloptidae","Brephosceles","triangularis",NA,"species",0,"Brephosceles triangularis","TPT"
190,"Sarcoptiformes","Alloptidae","Brephosceles","tuberi",NA,"species",0,"Brephosceles tuberi","TPT"
191,"Sarcoptiformes","Alloptidae","Brephosceles","turgidus",NA,"species",0,"Brephosceles turgidus","TPT"
192,"Sarcoptiformes","Alloptidae","Brephosceles","vanelli",NA,"species",0,"Brephosceles vanelli","TPT"
193,"Sarcoptiformes","Alloptidae","Brephosceles","virginiensis",NA,"species",0,"Brephosceles virginiensis","TPT"
195,"Sarcoptiformes","Alloptidae","Dichobrephosceles","actitids",NA,"species",0,"Dichobrephosceles actitids","TPT"
196,"Sarcoptiformes","Alloptidae","Dichobrephosceles","eroliae",NA,"species",0,"Dichobrephosceles eroliae","TPT"
198,"Sarcoptiformes","Alloptidae","Dinalloptes","anisopus",NA,"species",0,"Dinalloptes anisopus","TPT"
199,"Sarcoptiformes","Alloptidae","Dinalloptes","chelionatus",NA,"species",0,"Dinalloptes chelionatus","TPT"
200,"Sarcoptiformes","Alloptidae","Diomedalloptes","pacificus",NA,"species",0,"Diomedalloptes pacificus","TPT"
202,"Sarcoptiformes","Alloptidae","Fregatocolus","pterocolurus",NA,"species",0,"Fregatocolus pterocolurus","TPT"
203,"Sarcoptiformes","Alloptidae","Fregatocolus","velatus",NA,"species",0,"Fregatocolus velatus","TPT"
205,"Sarcoptiformes","Alloptidae","Hyperpedalloptes","corymbophorus",NA,"species",0,"Hyperpedalloptes corymbophorus","TPT"
206,"Sarcoptiformes","Alloptidae","Hyperpedalloptes","petazophorus",NA,"species",0,"Hyperpedalloptes petazophorus","TPT"
207,"Sarcoptiformes","Alloptidae","Hyperpedalloptes","titanopedes",NA,"species",0,"Hyperpedalloptes titanopedes","TPT"
209,"Sarcoptiformes","Alloptidae","Ibidocolus","furcatus",NA,"species",0,"Ibidocolus furcatus","TPT"
210,"Sarcoptiformes","Alloptidae","Ibidocolus","sexangularis",NA,"species",0,"Ibidocolus sexangularis","TPT"
212,"Sarcoptiformes","Alloptidae","Laminalloptes","minor",NA,"species",0,"Laminalloptes minor","TPT"
213,"Sarcoptiformes","Alloptidae","Laminalloptes","phaetontis",NA,"species",0,"Laminalloptes phaetontis","TPT"
214,"Sarcoptiformes","Alloptidae","Laminalloptes","simplex",NA,"species",0,"Laminalloptes simplex","TPT"
216,"Sarcoptiformes","Alloptidae","Megalloptes","triphyllurus",NA,"species",0,"Megalloptes triphyllurus","TPT"
218,"Sarcoptiformes","Alloptidae","Onychalloptes","microphaeton",NA,"species",0,"Onychalloptes microphaeton","TPT"
219,"Sarcoptiformes","Alloptidae","Onychalloptes","minutus",NA,"species",0,"Onychalloptes minutus","TPT"
221,"Sarcoptiformes","Alloptidae","Paradoxalloptes","ibidorhynchae",NA,"species",0,"Paradoxalloptes ibidorhynchae","TPT"
223,"Sarcoptiformes","Alloptidae","Plicatalloptes","atrichogynus",NA,"species",0,"Plicatalloptes atrichogynus","TPT"
224,"Sarcoptiformes","Alloptidae","Plicatalloptes","ferrandi",NA,"species",0,"Plicatalloptes ferrandi","TPT"
225,"Sarcoptiformes","Alloptidae","Plicatalloptes","fregatae",NA,"species",0,"Plicatalloptes fregatae","TPT"
226,"Sarcoptiformes","Alloptidae","Plicatalloptes","plataleae",NA,"species",0,"Plicatalloptes plataleae","TPT"
227,"Sarcoptiformes","Alloptidae","Plicatalloptes","plegadis",NA,"species",0,"Plicatalloptes plegadis","TPT"
228,"Sarcoptiformes","Alloptidae","Plicatalloptes","stenurus",NA,"species",0,"Plicatalloptes stenurus","TPT"
229,"Sarcoptiformes","Alloptidae","Plicatalloptes","subcrassipes",NA,"species",0,"Plicatalloptes subcrassipes","TPT"
230,"Sarcoptiformes","Alloptidae","Plicatalloptes","umbretae",NA,"species",0,"Plicatalloptes umbretae","TPT"
232,"Sarcoptiformes","Alloptidae","Psilobrephosceles","ortygometrae",NA,"species",0,"Psilobrephosceles ortygometrae","TPT"
234,"Sarcoptiformes","Alloptidae","Ptyctalloptes","claviger",NA,"species",0,"Ptyctalloptes claviger","TPT"
236,"Sarcoptiformes","Alloptidae","Rhynchalloptes","pyrognathus",NA,"species",0,"Rhynchalloptes pyrognathus","TPT"
238,"Sarcoptiformes","Alloptidae","Spinicnemis","reticulatus",NA,"species",0,"Spinicnemis reticulatus","TPT"
239,"Sarcoptiformes","Alloptidae","Spinicnemis","striatus",NA,"species",0,"Spinicnemis striatus","TPT"
241,"Sarcoptiformes","Alloptidae","Tauralloptes","cornutus",NA,"species",0,"Tauralloptes cornutus","TPT"
244,"Sarcoptiformes","Alloptidae","Echinacarus","petaliferus",NA,"species",0,"Echinacarus petaliferus","TPT"
245,"Sarcoptiformes","Alloptidae","Echinacarus","rubidus",NA,"species",0,"Echinacarus rubidus","TPT"
248,"Sarcoptiformes","Alloptidae","Microspalax","ardennae",NA,"species",0,"Microspalax ardennae","TPT"
249,"Sarcoptiformes","Alloptidae","Microspalax","atlanticus",NA,"species",0,"Microspalax atlanticus","TPT"
250,"Sarcoptiformes","Alloptidae","Microspalax","brevipes",NA,"species",0,"Microspalax brevipes","TPT"
251,"Sarcoptiformes","Alloptidae","Microspalax","bulweriae",NA,"species",0,"Microspalax bulweriae","TPT"
252,"Sarcoptiformes","Alloptidae","Microspalax","cymochoreae",NA,"species",0,"Microspalax cymochoreae","TPT"
253,"Sarcoptiformes","Alloptidae","Microspalax","longipenis",NA,"species",0,"Microspalax longipenis","TPT"
254,"Sarcoptiformes","Alloptidae","Microspalax","major",NA,"species",0,"Microspalax major","TPT"
255,"Sarcoptiformes","Alloptidae","Microspalax","manicata",NA,"species",0,"Microspalax manicata","TPT"
256,"Sarcoptiformes","Alloptidae","Microspalax","pterodromae",NA,"species",0,"Microspalax pterodromae","TPT"
257,"Sarcoptiformes","Alloptidae","Microspalax","puffini",NA,"species",0,"Microspalax puffini","TPT"
258,"Sarcoptiformes","Alloptidae","Microspalax","thyellodromae",NA,"species",0,"Microspalax thyellodromae","TPT"
261,"Sarcoptiformes","Alloptidae","Alloptellus","coniventris",NA,"species",0,"Alloptellus coniventris","TPT"
262,"Sarcoptiformes","Alloptidae","Alloptellus","dendrocygnus",NA,"species",0,"Alloptellus dendrocygnus","TPT"
263,"Sarcoptiformes","Alloptidae","Alloptellus","pelecanus",NA,"species",0,"Alloptellus pelecanus","TPT"
265,"Sarcoptiformes","Alloptidae","Ceraturoptellus","euryurus",NA,"species",0,"Ceraturoptellus euryurus","TPT"
266,"Sarcoptiformes","Alloptidae","Ceraturoptellus","nanus",NA,"species",0,"Ceraturoptellus nanus","TPT"
267,"Sarcoptiformes","Alloptidae","Ceraturoptellus","plataleae",NA,"species",0,"Ceraturoptellus plataleae","TPT"
269,"Sarcoptiformes","Alloptidae","Gaudium","abbreviatus",NA,"species",0,"Gaudium abbreviatus","TPT"
271,"Sarcoptiformes","Alloptidae","Oxyalges","cardiurus",NA,"species",0,"Oxyalges cardiurus","TPT"
272,"Sarcoptiformes","Alloptidae","Oxyalges","incertus",NA,"species",0,"Oxyalges incertus","TPT"
278,"Sarcoptiformes","Avenzoariidae","Attagivora","atyeoi",NA,"species",0,"Attagivora atyeoi","TPT"
280,"Sarcoptiformes","Avenzoariidae","Avenzoaria","arenarii",NA,"species",0,"Avenzoaria arenarii","TPT"
281,"Sarcoptiformes","Avenzoariidae","Avenzoaria","australis",NA,"species",0,"Avenzoaria australis","TPT"
282,"Sarcoptiformes","Avenzoariidae","Avenzoaria","calidris",NA,"species",0,"Avenzoaria calidris","TPT"
283,"Sarcoptiformes","Avenzoariidae","Avenzoaria","canuti",NA,"species",0,"Avenzoaria canuti","TPT"
284,"Sarcoptiformes","Avenzoariidae","Avenzoaria","dubinini",NA,"species",0,"Avenzoaria dubinini","TPT"
285,"Sarcoptiformes","Avenzoariidae","Avenzoaria","eurynorhynchii",NA,"species",0,"Avenzoaria eurynorhynchii","TPT"
286,"Sarcoptiformes","Avenzoariidae","Avenzoaria","gambettae",NA,"species",0,"Avenzoaria gambettae","TPT"
287,"Sarcoptiformes","Avenzoariidae","Avenzoaria","grallatoris",NA,"species",0,"Avenzoaria grallatoris","TPT"
288,"Sarcoptiformes","Avenzoariidae","Avenzoaria","heterosceli",NA,"species",0,"Avenzoaria heterosceli","TPT"
289,"Sarcoptiformes","Avenzoariidae","Avenzoaria","limicola",NA,"species",0,"Avenzoaria limicola","TPT"
290,"Sarcoptiformes","Avenzoariidae","Avenzoaria","macrorhamphii",NA,"species",0,"Avenzoaria macrorhamphii","TPT"
291,"Sarcoptiformes","Avenzoariidae","Avenzoaria","phalaropi",NA,"species",0,"Avenzoaria phalaropi","TPT"
292,"Sarcoptiformes","Avenzoariidae","Avenzoaria","philomachii",NA,"species",0,"Avenzoaria philomachii","TPT"
293,"Sarcoptiformes","Avenzoariidae","Avenzoaria","punctata",NA,"species",0,"Avenzoaria punctata","TPT"
294,"Sarcoptiformes","Avenzoariidae","Avenzoaria","squatarolae",NA,"species",0,"Avenzoaria squatarolae","TPT"
295,"Sarcoptiformes","Avenzoariidae","Avenzoaria","terekiae",NA,"species",0,"Avenzoaria terekiae","TPT"
296,"Sarcoptiformes","Avenzoariidae","Avenzoaria","totani",NA,"species",0,"Avenzoaria totani","TPT"
297,"Sarcoptiformes","Avenzoariidae","Avenzoaria","tringae",NA,"species",0,"Avenzoaria tringae","TPT"
299,"Sarcoptiformes","Avenzoariidae","Bregetovia","americana",NA,"species",0,"Bregetovia americana","TPT"
300,"Sarcoptiformes","Avenzoariidae","Bregetovia","limosae",NA,"species",0,"Bregetovia limosae","TPT"
301,"Sarcoptiformes","Avenzoariidae","Bregetovia","mucronata",NA,"species",0,"Bregetovia mucronata","TPT"
302,"Sarcoptiformes","Avenzoariidae","Bregetovia","obtusolobata",NA,"species",0,"Bregetovia obtusolobata","TPT"
303,"Sarcoptiformes","Avenzoariidae","Bregetovia","oconnori",NA,"species",0,"Bregetovia oconnori","TPT"
304,"Sarcoptiformes","Avenzoariidae","Bregetovia","selenura",NA,"species",0,"Bregetovia selenura","TPT"
306,"Sarcoptiformes","Avenzoariidae","Bychovskiata","africanera",NA,"species",0,"Bychovskiata africanera","TPT"
307,"Sarcoptiformes","Avenzoariidae","Bychovskiata","asuctio",NA,"species",0,"Bychovskiata asuctio","TPT"
308,"Sarcoptiformes","Avenzoariidae","Bychovskiata","bidentata",NA,"species",0,"Bychovskiata bidentata","TPT"
309,"Sarcoptiformes","Avenzoariidae","Bychovskiata","bisulcata",NA,"species",0,"Bychovskiata bisulcata","TPT"
310,"Sarcoptiformes","Avenzoariidae","Bychovskiata","charadrii",NA,"species",0,"Bychovskiata charadrii","TPT"
311,"Sarcoptiformes","Avenzoariidae","Bychovskiata","chiliensis",NA,"species",0,"Bychovskiata chiliensis","TPT"
312,"Sarcoptiformes","Avenzoariidae","Bychovskiata","dubia",NA,"species",0,"Bychovskiata dubia","TPT"
313,"Sarcoptiformes","Avenzoariidae","Bychovskiata","ehrnsbergeri",NA,"species",0,"Bychovskiata ehrnsbergeri","TPT"
314,"Sarcoptiformes","Avenzoariidae","Bychovskiata","falcandica",NA,"species",0,"Bychovskiata falcandica","TPT"
315,"Sarcoptiformes","Avenzoariidae","Bychovskiata","freyanoides",NA,"species",0,"Bychovskiata freyanoides","TPT"
316,"Sarcoptiformes","Avenzoariidae","Bychovskiata","hypoleuci",NA,"species",0,"Bychovskiata hypoleuci","TPT"
317,"Sarcoptiformes","Avenzoariidae","Bychovskiata","intermedia",NA,"species",0,"Bychovskiata intermedia","TPT"
318,"Sarcoptiformes","Avenzoariidae","Bychovskiata","maculari",NA,"species",0,"Bychovskiata maculari","TPT"
319,"Sarcoptiformes","Avenzoariidae","Bychovskiata","melanopsi",NA,"species",0,"Bychovskiata melanopsi","TPT"
320,"Sarcoptiformes","Avenzoariidae","Bychovskiata","nudidorsa",NA,"species",0,"Bychovskiata nudidorsa","TPT"
321,"Sarcoptiformes","Avenzoariidae","Bychovskiata","obscura",NA,"species",0,"Bychovskiata obscura","TPT"
322,"Sarcoptiformes","Avenzoariidae","Bychovskiata","perforata",NA,"species",0,"Bychovskiata perforata","TPT"
323,"Sarcoptiformes","Avenzoariidae","Bychovskiata","phegorni",NA,"species",0,"Bychovskiata phegorni","TPT"
324,"Sarcoptiformes","Avenzoariidae","Bychovskiata","placidi",NA,"species",0,"Bychovskiata placidi","TPT"
325,"Sarcoptiformes","Avenzoariidae","Bychovskiata","pseudocharadrii",NA,"species",0,"Bychovskiata pseudocharadrii","TPT"
326,"Sarcoptiformes","Avenzoariidae","Bychovskiata","semipalmati",NA,"species",0,"Bychovskiata semipalmati","TPT"
327,"Sarcoptiformes","Avenzoariidae","Bychovskiata","squatarolae",NA,"species",0,"Bychovskiata squatarolae","TPT"
