"source","taxonID","Dataset","datasetID","genericName","reason"
"GBIF","2184496","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","4549700","BOTH","4dd32523-a3a3-43b7-84df-4cda02f15cf7","Trichouropoda",NA
"GBIF","4549648","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Trichouropoda",NA
"GBIF","4549670","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Trichouropoda",NA
"GBIF","6891695","BOTH","4cec8fef-f129-4966-89b7-4f8439aba058","Trichouropoda",NA
"GBIF","4549647","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Trichouropoda",NA
"GBIF","2192554","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Holonothrus",NA
"GBIF","2192547","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Holonothrus",NA
"GBIF","2196534","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Lyroppia",NA
"GBIF","2197392","BOTH","9ca92552-f23a-41a8-a140-01abaa31c931","Ramonoppia",NA
"GBIF","2195431","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Licnodamaeolus",NA
"GBIF","2194264","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Pyroppia",NA
"GBIF","2193440","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193498","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2184705","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2184535","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2193543","BOTH","9ca92552-f23a-41a8-a140-01abaa31c931","Galumna",NA
"GBIF","2193523","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193501","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2184437","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2184538","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2193473","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193529","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193535","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2196476","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Teratoppia",NA
"GBIF","4545186","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Galumna",NA
"GBIF","2193560","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2184522","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2193842","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cuspidogalumna",NA
"GBIF","2184631","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2184621","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2193563","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2184674","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2193468","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193493","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","9109776","BOTH","c8227bb4-4143-443f-8cb2-51f9576aff14","Galumna",NA
"GBIF","2193564","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193475","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193518","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2196490","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Teratoppia",NA
"GBIF","2193439","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2184498","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2184588","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2184677","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2184693","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2184695","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2193577","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193444","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193427","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193504","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2184529","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2193585","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193541","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193582","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2184600","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2193542","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2193578","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Galumna",NA
"GBIF","2184614","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Carios",NA
"GBIF","2181149","BOTH","9ca92552-f23a-41a8-a140-01abaa31c931","Momonia",NA
"GBIF","4548344","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Epicriopsis",NA
"GBIF","10077679","BOTH","4cec8fef-f129-4966-89b7-4f8439aba058","Cornodendrolaelaps",NA
"GBIF","6890298","BOTH","d51d750d-3374-4f2c-81ff-860b8e592da4","Hoploseius",NA
"GBIF","2191087","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Vilhenabates",NA
"GBIF","2191091","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Vilhenabates",NA
"GBIF","2189279","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Papillocepheus",NA
"GBIF","2191468","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Torpacarus",NA
"GBIF","2191474","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Torpacarus",NA
"GBIF","2191481","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Torpacarus",NA
"GBIF","2190153","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190119","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190268","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","5174878","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hermannia",NA
"GBIF","2190269","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","5174833","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hermannia",NA
"GBIF","2190187","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190115","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190191","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190127","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190128","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","8416386","BOTH","849a9d10-c07c-46b2-8104-40991f863c9a","Hermannia",NA
"GBIF","5174837","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hermannia",NA
"GBIF","2190129","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190181","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190166","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190259","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","6182348","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","7195273","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190097","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","6182350","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190294","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190124","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190241","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190256","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","5174848","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hermannia",NA
"GBIF","2190152","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","4545983","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Scheloribates",NA
"GBIF","5174883","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hermannia",NA
"GBIF","2190149","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","6182352","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190201","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190272","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","5174876","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hermannia",NA
"GBIF","6182349","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","6182351","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190292","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","6182347","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","5174875","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hermannia",NA
"GBIF","5174853","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hermannia",NA
"GBIF","2190184","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","2190223","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scheloribates",NA
"GBIF","4540851","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Trombidium",NA
"GBIF","4540792","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Caenothrombium",NA
"GBIF","6923480","BOTH","c8227bb4-4143-443f-8cb2-51f9576aff14","Trombidium",NA
"GBIF","4540816","BOTH","4dd32523-a3a3-43b7-84df-4cda02f15cf7","Trombidium",NA
"GBIF","6911693","BOTH","80b4b440-eaca-4860-aadf-d0dfdd3e856e","Trombidium",NA
"GBIF","4540075","BOTH","0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","Protzia",NA
"GBIF","7481644","BOTH","92b8222c-9e7a-4036-bbba-d741bf871912","Protzia",NA
"GBIF","4540060","BOTH","4dd32523-a3a3-43b7-84df-4cda02f15cf7","Protzia",NA
"GBIF","4540085","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Protzia",NA
"GBIF","2186227","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Moraeseius",NA
"GBIF","2187304","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187391","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187514","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187532","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187456","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187501","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187545","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187284","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187446","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187338","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187352","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187521","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187355","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187477","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187435","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187308","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187376","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","2187415","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neoseiulus",NA
"GBIF","9314386","BOTH","c8227bb4-4143-443f-8cb2-51f9576aff14","Neoseiulus",NA
